fecha,n,n_black,n_white,n_hisp
2018-11-24,6427,1661,2935,1132
2018-11-25,6428,1661,2936,1132
2018-11-26,6430,1661,2937,1132
2018-11-27,6434,1662,2939,1132
2018-11-28,6440,1662,2940,1133
2018-11-29,6445,1662,2941,1137
2018-11-30,6447,1662,2941,1138
2018-12-01,6451,1665,2942,1138
2018-12-02,6453,1665,2942,1139
2018-12-04,6454,1665,2942,1140
2018-12-05,6461,1667,2944,1142
2018-12-06,6465,1668,2946,1142
2018-12-07,6468,1669,2946,1144
2018-12-08,6470,1670,2947,1144
2018-12-09,6476,1671,2950,1144
2018-12-10,6479,1671,2953,1144
2018-12-11,6485,1673,2955,1144
2018-12-12,6489,1674,2957,1145
2018-12-13,6494,1675,2957,1146
2018-12-14,6496,1675,2957,1146
2018-12-15,6498,1675,2957,1147
2018-12-16,6503,1676,2960,1147
2018-12-17,6506,1677,2961,1148
2018-12-18,6510,1679,2963,1148
2018-12-19,6516,1679,2967,1148
2018-12-20,6519,1679,2969,1148
2018-12-21,6521,1679,2969,1149
2018-12-23,6523,1679,2969,1150
2018-12-24,6524,1679,2969,1151
2018-12-25,6526,1679,2969,1153
2018-12-26,6529,1681,2970,1153
2018-12-27,6530,1681,2971,1153
2018-12-28,6535,1682,2975,1153
2018-12-29,6539,1682,2977,1153
2018-12-30,6541,1683,2978,1153
2018-12-31,6547,1683,2979,1154
2019-01-01,6549,1684,2980,1154
2019-01-02,6552,1686,2981,1154
2019-01-03,6558,1687,2984,1156
2019-01-04,6562,1689,2986,1156
2019-01-05,6568,1689,2988,1158
2019-01-06,6572,1691,2988,1158
2019-01-07,6578,1692,2990,1160
2019-01-08,6580,1692,2990,1160
2019-01-10,6583,1693,2991,1160
2019-01-11,6588,1696,2991,1161
2019-01-12,6591,1696,2993,1162
2019-01-13,6596,1697,2994,1164
2019-01-14,6603,1700,2995,1166
2019-01-15,6608,1703,2996,1167
2019-01-16,6616,1705,3001,1167
2019-01-18,6617,1705,3002,1167
2019-01-19,6620,1705,3005,1167
2019-01-20,6622,1705,3006,1168
2019-01-21,6624,1705,3006,1169
2019-01-22,6625,1706,3006,1169
2019-01-23,6630,1707,3008,1170
2019-01-24,6633,1707,3009,1172
2019-01-25,6637,1707,3011,1172
2019-01-27,6638,1707,3011,1172
2019-01-28,6647,1710,3016,1172
2019-01-29,6649,1710,3016,1173
2019-01-30,6651,1710,3018,1173
2019-01-31,6652,1710,3018,1173
2019-02-01,6653,1710,3018,1174
2019-02-02,6655,1712,3018,1174
2019-02-03,6658,1712,3020,1175
2019-02-04,6661,1713,3022,1175
2019-02-05,6662,1714,3022,1175
2019-02-06,6665,1716,3023,1175
2019-02-07,6672,1716,3028,1176
2019-02-08,6675,1717,3030,1176
2019-02-09,6679,1718,3032,1177
2019-02-10,6681,1719,3033,1177
2019-02-11,6685,1720,3034,1178
2019-02-12,6691,1723,3037,1178
2019-02-13,6693,1723,3039,1178
2019-02-14,6698,1725,3041,1179
2019-02-15,6699,1726,3041,1179
2019-02-16,6701,1727,3041,1179
2019-02-17,6705,1728,3041,1180
2019-02-18,6707,1729,3041,1180
2019-02-19,6710,1730,3042,1180
2019-02-20,6712,1731,3043,1180
2019-02-22,6716,1732,3044,1181
2019-02-23,6721,1732,3048,1182
2019-02-24,6722,1732,3049,1182
2019-02-25,6724,1732,3051,1182
2019-02-26,6727,1732,3054,1182
2019-02-27,6730,1733,3055,1182
2019-02-28,6732,1733,3056,1183
2019-03-01,6736,1733,3056,1185
2019-03-02,6740,1733,3059,1185
2019-03-03,6741,1733,3059,1185
2019-03-04,6746,1735,3060,1187
2019-03-05,6752,1736,3062,1188
2019-03-06,6753,1737,3062,1188
2019-03-07,6756,1737,3064,1189
2019-03-08,6757,1737,3065,1189
2019-03-09,6763,1738,3069,1189
2019-03-10,6765,1738,3070,1189
2019-03-11,6769,1738,3072,1190
2019-03-12,6772,1739,3074,1190
2019-03-13,6776,1741,3074,1192
2019-03-14,6782,1741,3077,1192
2019-03-15,6785,1743,3078,1192
2019-03-16,6787,1743,3078,1192
2019-03-17,6789,1743,3079,1193
2019-03-18,6790,1743,3080,1193
2019-03-19,6794,1744,3081,1195
2019-03-20,6797,1745,3082,1196
2019-03-21,6799,1746,3082,1196
2019-03-22,6801,1747,3083,1196
2019-03-24,6802,1747,3084,1196
2019-03-25,6807,1750,3085,1197
2019-03-27,6815,1753,3088,1198
2019-03-28,6817,1753,3088,1199
2019-03-30,6820,1755,3089,1199
2019-03-31,6824,1756,3090,1200
2019-04-01,6828,1758,3092,1200
2019-04-02,6829,1758,3093,1200
2019-04-03,6833,1758,3095,1202
2019-04-04,6835,1758,3096,1203
2019-04-05,6836,1758,3096,1203
2019-04-06,6840,1758,3097,1206
2019-04-07,6841,1759,3097,1206
2019-04-08,6844,1761,3098,1206
2019-04-09,6847,1762,3100,1206
2019-04-10,6851,1763,3102,1207
2019-04-11,6857,1765,3103,1209
2019-04-12,6860,1767,3103,1210
2019-04-13,6861,1768,3103,1210
2019-04-14,6867,1769,3106,1210
2019-04-15,6868,1769,3107,1210
2019-04-16,6870,1769,3109,1210
2019-04-17,6874,1770,3112,1210
2019-04-18,6877,1770,3113,1211
2019-04-20,6882,1770,3115,1214
2019-04-22,6885,1770,3115,1216
2019-04-24,6888,1770,3118,1216
2019-04-25,6890,1770,3120,1216
2019-04-26,6893,1771,3120,1217
2019-04-27,6894,1771,3120,1217
2019-04-28,6897,1771,3120,1219
2019-04-29,6902,1772,3122,1220
2019-04-30,6905,1772,3123,1221
2019-05-01,6909,1772,3124,1223
2019-05-02,6912,1772,3125,1224
2019-05-04,6917,1772,3129,1224
2019-05-05,6918,1772,3129,1225
2019-05-06,6920,1772,3129,1227
2019-05-07,6923,1772,3130,1229
2019-05-08,6924,1772,3131,1229
2019-05-09,6927,1772,3131,1231
2019-05-10,6928,1773,3131,1231
2019-05-11,6934,1775,3133,1232
2019-05-13,6937,1777,3134,1232
2019-05-14,6938,1777,3135,1232
2019-05-15,6941,1779,3135,1233
2019-05-16,6942,1779,3135,1234
2019-05-17,6946,1781,3136,1235
2019-05-18,6949,1781,3136,1236
2019-05-19,6953,1782,3136,1239
2019-05-20,6958,1784,3138,1240
2019-05-21,6962,1784,3139,1242
2019-05-22,6967,1786,3141,1242
2019-05-23,6970,1786,3144,1242
2019-05-24,6973,1786,3146,1243
2019-05-26,6975,1787,3146,1243
2019-05-27,6977,1788,3147,1243
2019-05-28,6978,1789,3147,1243
2019-05-29,6980,1789,3148,1244
2019-05-30,6983,1790,3149,1244
2019-05-31,6988,1791,3151,1245
2019-06-01,6992,1792,3153,1245
2019-06-02,6993,1793,3153,1245
2019-06-03,6997,1795,3155,1245
2019-06-04,6998,1795,3156,1245
2019-06-05,7003,1795,3159,1246
2019-06-06,7010,1798,3160,1249
2019-06-07,7011,1798,3161,1249
2019-06-08,7014,1799,3162,1250
2019-06-09,7019,1800,3164,1251
2019-06-10,7023,1802,3166,1251
2019-06-11,7030,1803,3169,1253
2019-06-12,7032,1804,3169,1254
2019-06-13,7034,1806,3169,1254
2019-06-14,7037,1807,3170,1254
2019-06-15,7045,1811,3172,1256
2019-06-16,7047,1812,3172,1257
2019-06-17,7050,1812,3173,1259
2019-06-18,7053,1813,3173,1260
2019-06-20,7055,1813,3173,1261
2019-06-22,7057,1813,3174,1262
2019-06-23,7058,1813,3175,1262
2019-06-24,7061,1814,3177,1262
2019-06-25,7064,1814,3178,1263
2019-06-26,7066,1815,3179,1263
2019-06-27,7073,1816,3183,1265
2019-06-28,7080,1818,3187,1265
2019-06-29,7081,1818,3188,1265
2019-07-01,7087,1819,3190,1266
2019-07-02,7091,1821,3191,1267
2019-07-03,7096,1821,3193,1268
2019-07-04,7098,1821,3193,1270
2019-07-05,7104,1822,3196,1272
2019-07-06,7106,1823,3197,1272
2019-07-07,7110,1823,3199,1272
2019-07-08,7111,1823,3199,1272
2019-07-09,7117,1824,3201,1273
2019-07-10,7121,1825,3204,1273
2019-07-13,7126,1826,3206,1274
2019-07-14,7129,1828,3207,1274
2019-07-15,7134,1829,3208,1274
2019-07-16,7138,1829,3208,1275
2019-07-17,7144,1833,3209,1276
2019-07-18,7148,1834,3209,1277
2019-07-19,7149,1834,3209,1277
2019-07-20,7150,1834,3209,1278
2019-07-21,7152,1835,3210,1278
2019-07-22,7154,1836,3211,1278
2019-07-23,7158,1837,3214,1278
2019-07-25,7160,1838,3215,1278
2019-07-26,7163,1839,3217,1278
2019-07-27,7164,1840,3217,1278
2019-07-28,7166,1841,3217,1279
2019-07-29,7167,1842,3217,1279
2019-07-30,7168,1842,3218,1279
2019-07-31,7173,1842,3220,1280
2019-08-01,7179,1843,3223,1280
2019-08-02,7182,1845,3223,1280
2019-08-03,7186,1846,3224,1280
2019-08-04,7190,1846,3226,1282
2019-08-05,7196,1847,3229,1283
2019-08-06,7198,1847,3231,1283
2019-08-07,7200,1848,3232,1283
2019-08-08,7204,1850,3233,1283
2019-08-09,7208,1850,3233,1285
2019-08-10,7210,1850,3234,1285
2019-08-11,7212,1850,3235,1285
2019-08-12,7214,1850,3237,1285
2019-08-13,7220,1852,3241,1285
2019-08-14,7222,1852,3241,1285
2019-08-15,7224,1852,3241,1286
2019-08-16,7226,1852,3241,1287
2019-08-17,7230,1855,3242,1287
2019-08-18,7233,1855,3242,1289
2019-08-19,7236,1855,3242,1291
2019-08-21,7240,1856,3243,1292
2019-08-22,7247,1857,3247,1292
2019-08-23,7249,1857,3249,1292
2019-08-24,7251,1857,3250,1292
2019-08-25,7252,1857,3251,1292
2019-08-26,7254,1858,3251,1292
2019-08-27,7259,1861,3251,1292
2019-08-28,7262,1863,3252,1292
2019-08-29,7263,1863,3252,1292
2019-08-30,7268,1863,3252,1295
2019-08-31,7274,1865,3253,1296
2019-09-01,7277,1865,3256,1296
2019-09-02,7280,1865,3257,1296
2019-09-03,7283,1865,3259,1297
2019-09-04,7286,1865,3260,1297
2019-09-05,7290,1867,3261,1297
2019-09-06,7291,1868,3261,1297
2019-09-07,7293,1868,3262,1298
2019-09-08,7295,1869,3262,1298
2019-09-09,7298,1870,3263,1299
2019-09-10,7299,1871,3263,1299
2019-09-11,7301,1872,3264,1299
2019-09-12,7305,1874,3265,1300
2019-09-13,7307,1874,3266,1300
2019-09-14,7311,1876,3266,1301
2019-09-15,7314,1877,3267,1302
2019-09-16,7320,1879,3270,1302
2019-09-17,7324,1880,3272,1303
2019-09-18,7329,1882,3275,1303
2019-09-19,7333,1885,3275,1303
2019-09-20,7336,1885,3276,1304
2019-09-21,7338,1885,3277,1304
2019-09-22,7340,1885,3279,1304
2019-09-23,7342,1885,3279,1305
2019-09-24,7345,1886,3279,1305
2019-09-25,7348,1886,3282,1305
2019-09-26,7351,1888,3282,1305
2019-09-27,7352,1888,3283,1305
2019-09-29,7360,1890,3287,1305
2019-09-30,7362,1890,3288,1306
2019-10-01,7365,1890,3291,1306
2019-10-03,7366,1890,3291,1306
2019-10-04,7367,1890,3292,1306
2019-10-05,7369,1890,3294,1306
2019-10-06,7372,1891,3294,1307
2019-10-07,7374,1891,3295,1307
2019-10-08,7378,1892,3298,1307
2019-10-09,7380,1893,3299,1307
2019-10-10,7383,1894,3301,1307
2019-10-11,7387,1894,3302,1308
2019-10-12,7390,1896,3302,1308
2019-10-13,7393,1896,3302,1311
2019-10-14,7397,1898,3303,1312
2019-10-15,7402,1900,3306,1312
2019-10-16,7404,1901,3307,1312
2019-10-17,7408,1904,3308,1312
2019-10-18,7411,1904,3310,1312
2019-10-19,7414,1904,3311,1313
2019-10-20,7417,1905,3313,1313
2019-10-21,7422,1906,3315,1314
2019-10-22,7423,1906,3315,1314
2019-10-23,7430,1907,3319,1315
2019-10-24,7431,1907,3320,1315
2019-10-25,7438,1908,3323,1316
2019-10-26,7441,1908,3324,1316
2019-10-27,7446,1910,3325,1318
2019-10-28,7447,1910,3326,1318
2019-10-30,7451,1911,3328,1318
2019-10-31,7454,1911,3330,1318
2019-11-01,7459,1911,3331,1322
2019-11-02,7460,1911,3332,1322
2019-11-03,7462,1912,3333,1322
2019-11-04,7466,1912,3335,1324
2019-11-05,7470,1913,3337,1324
2019-11-06,7474,1915,3338,1325
2019-11-07,7478,1916,3341,1325
2019-11-08,7479,1916,3342,1325
2019-11-09,7482,1916,3343,1325
2019-11-10,7485,1917,3345,1325
2019-11-11,7489,1917,3348,1325
2019-11-12,7491,1917,3349,1325
2019-11-13,7494,1918,3350,1326
2019-11-14,7497,1918,3353,1326
2019-11-15,7500,1920,3353,1326
2019-11-16,7503,1920,3355,1326
2019-11-18,7505,1921,3356,1326
2019-11-19,7511,1922,3358,1329
2019-11-20,7515,1923,3361,1329
2019-11-22,7516,1924,3361,1329
2019-11-23,7518,1925,3361,1330
2019-11-24,7519,1925,3362,1330
2019-11-25,7522,1926,3364,1330
2019-11-26,7524,1926,3366,1330
2019-11-27,7527,1927,3368,1330
2019-11-28,7530,1928,3369,1331
2019-11-29,7535,1928,3373,1331
2019-11-30,7536,1928,3373,1332
2019-12-01,7542,1929,3377,1333
2019-12-02,7546,1931,3377,1333
2019-12-03,7549,1933,3378,1333
2019-12-05,7556,1937,3380,1334
2019-12-06,7558,1938,3381,1334
2019-12-07,7560,1938,3383,1334
2019-12-08,7561,1938,3384,1334
2019-12-09,7562,1939,3384,1334
2019-12-10,7571,1943,3388,1335
2019-12-11,7572,1943,3389,1335
2019-12-12,7579,1946,3392,1335
2019-12-14,7583,1948,3393,1336
2019-12-15,7587,1948,3394,1337
2019-12-16,7590,1948,3395,1338
2019-12-17,7595,1948,3398,1338
2019-12-18,7596,1948,3398,1338
2019-12-19,7603,1951,3402,1338
2019-12-20,7605,1952,3403,1338
2019-12-21,7609,1952,3407,1338
2019-12-22,7612,1954,3407,1338
2019-12-23,7615,1954,3408,1340
2019-12-24,7618,1955,3409,1340
2019-12-25,7620,1956,3410,1340
2019-12-26,7622,1957,3410,1341
2019-12-27,7626,1957,3413,1342
2019-12-28,7631,1957,3417,1343
2019-12-29,7636,1957,3419,1344
2019-12-30,7639,1958,3421,1344
2019-12-31,7646,1961,3423,1344
2020-01-01,7650,1961,3425,1345
2020-01-02,7656,1962,3427,1347
2020-01-04,7658,1964,3427,1347
2020-01-05,7664,1967,3429,1348
2020-01-06,7668,1967,3429,1350
2020-01-07,7670,1967,3431,1350
2020-01-08,7673,1967,3432,1350
2020-01-09,7679,1969,3434,1351
2020-01-10,7680,1969,3434,1351
2020-01-11,7685,1971,3436,1352
2020-01-12,7686,1971,3437,1352
2020-01-13,7688,1972,3438,1352
2020-01-14,7689,1972,3438,1353
2020-01-15,7694,1975,3440,1353
2020-01-16,7698,1975,3443,1353
2020-01-17,7699,1976,3443,1353
2020-01-19,7702,1977,3445,1353
2020-01-20,7706,1977,3448,1354
2020-01-21,7712,1980,3450,1354
2020-01-22,7715,1980,3451,1356
2020-01-23,7721,1984,3453,1356
2020-01-24,7724,1984,3455,1357
2020-01-25,7726,1986,3455,1357
2020-01-27,7730,1988,3457,1357
2020-01-28,7734,1989,3459,1358
2020-01-29,7736,1989,3461,1358
2020-01-30,7740,1991,3462,1358
2020-02-01,7743,1993,3463,1358
2020-02-02,7746,1994,3464,1358
2020-02-03,7747,1995,3464,1358
2020-02-04,7753,1997,3466,1359
2020-02-05,7754,1997,3467,1359
2020-02-06,7755,1997,3468,1359
2020-02-07,7758,1997,3470,1359
2020-02-08,7760,1997,3472,1359
2020-02-09,7765,1998,3475,1359
2020-02-10,7768,1999,3477,1359
2020-02-12,7771,1999,3479,1359
2020-02-13,7776,1999,3481,1361
2020-02-14,7780,1999,3483,1363
2020-02-16,7785,1999,3485,1364
2020-02-17,7787,1999,3486,1364
2020-02-18,7789,2000,3487,1364
2020-02-19,7790,2000,3487,1365
2020-02-20,7794,2001,3488,1365
2020-02-21,7797,2001,3488,1366
2020-02-22,7799,2001,3489,1367
2020-02-23,7800,2001,3489,1367
2020-02-24,7803,2001,3491,1368
2020-02-25,7810,2003,3492,1368
2020-02-26,7816,2004,3493,1369
2020-02-27,7820,2005,3494,1371
2020-02-28,7822,2005,3495,1372
2020-02-29,7827,2006,3497,1374
2020-03-01,7832,2006,3499,1375
2020-03-02,7834,2006,3500,1375
2020-03-03,7838,2007,3502,1375
2020-03-04,7840,2007,3503,1375
2020-03-05,7845,2009,3505,1375
2020-03-06,7849,2010,3507,1375
2020-03-07,7851,2010,3508,1375
2020-03-08,7857,2012,3511,1375
2020-03-09,7860,2012,3512,1377
2020-03-10,7862,2012,3513,1378
2020-03-11,7864,2012,3515,1378
2020-03-12,7866,2013,3516,1378
2020-03-13,7873,2014,3519,1380
2020-03-14,7878,2014,3521,1381
2020-03-15,7883,2015,3524,1382
2020-03-16,7888,2016,3525,1383
2020-03-17,7890,2017,3526,1383
2020-03-18,7893,2018,3527,1383
2020-03-19,7896,2019,3529,1383
2020-03-20,7900,2022,3530,1383
2020-03-21,7905,2022,3531,1383
2020-03-22,7906,2022,3531,1383
2020-03-23,7908,2022,3532,1384
2020-03-24,7912,2022,3535,1385
2020-03-25,7915,2022,3537,1385
2020-03-26,7917,2022,3539,1385
2020-03-27,7921,2023,3540,1385
2020-03-28,7923,2023,3541,1385
2020-03-29,7924,2023,3542,1385
2020-03-30,7928,2024,3543,1387
2020-03-31,7930,2024,3544,1387
2020-04-01,7934,2024,3547,1387
2020-04-02,7938,2025,3549,1388
2020-04-03,7940,2025,3550,1389
2020-04-04,7941,2025,3550,1389
2020-04-05,7946,2025,3554,1389
2020-04-06,7949,2026,3555,1390
2020-04-07,7955,2028,3558,1390
2020-04-08,7958,2029,3560,1390
2020-04-09,7962,2031,3562,1390
2020-04-10,7968,2033,3564,1391
2020-04-11,7972,2033,3567,1391
2020-04-12,7977,2033,3568,1393
2020-04-13,7979,2033,3568,1394
2020-04-14,7980,2033,3569,1394
2020-04-15,7987,2034,3571,1395
2020-04-16,7989,2035,3572,1395
2020-04-17,7991,2036,3573,1395
2020-04-18,7995,2037,3574,1395
2020-04-19,8000,2039,3575,1396
2020-04-21,8004,2040,3575,1398
2020-04-22,8009,2042,3575,1399
2020-04-23,8012,2042,3576,1399
2020-04-24,8017,2042,3577,1400
2020-04-25,8019,2043,3578,1400
2020-04-26,8021,2043,3578,1400
2020-04-27,8024,2043,3579,1401
2020-04-28,8028,2044,3581,1401
2020-04-29,8035,2046,3581,1403
2020-04-30,8038,2046,3582,1403
2020-05-01,8044,2049,3584,1403
2020-05-03,8053,2049,3590,1404
2020-05-04,8056,2050,3590,1405
2020-05-05,8062,2052,3593,1406
2020-05-06,8066,2053,3594,1407
2020-05-07,8070,2055,3595,1408
2020-05-08,8073,2056,3595,1409
2020-05-09,8079,2057,3598,1410
2020-05-10,8080,2057,3599,1410
2020-05-11,8081,2057,3599,1410
2020-05-12,8083,2057,3601,1410
2020-05-13,8086,2058,3602,1410
2020-05-14,8089,2059,3603,1410
2020-05-15,8094,2059,3605,1410
2020-05-16,8097,2061,3606,1410
2020-05-17,8101,2061,3608,1411
2020-05-18,8103,2061,3610,1411
2020-05-19,8107,2062,3613,1411
2020-05-20,8110,2063,3613,1412
2020-05-21,8115,2065,3614,1412
2020-05-23,8119,2066,3614,1413
2020-05-24,8121,2066,3615,1413
2020-05-25,8128,2068,3615,1414
2020-05-26,8136,2068,3619,1416
2020-05-27,8143,2070,3620,1418
2020-05-28,8149,2071,3624,1418
2020-05-29,8156,2074,3626,1418
2020-05-30,8157,2075,3626,1418
2020-05-31,8159,2075,3628,1418
2020-06-01,8162,2076,3629,1419
2020-06-02,8165,2077,3630,1420
2020-06-03,8169,2077,3633,1421
2020-06-05,8172,2078,3634,1421
2020-06-06,8176,2078,3634,1422
2020-06-07,8180,2078,3635,1423
2020-06-08,8181,2078,3635,1423
2020-06-09,8185,2079,3637,1423
2020-06-10,8188,2079,3638,1423
2020-06-11,8192,2081,3639,1423
2020-06-12,8194,2083,3639,1423
2020-06-13,8197,2083,3641,1424
2020-06-15,8198,2083,3642,1424
2020-06-16,8200,2085,3642,1424
2020-06-17,8204,2086,3644,1424
2020-06-18,8208,2086,3647,1425
2020-06-19,8210,2086,3648,1425
2020-06-20,8211,2086,3648,1426
2020-06-21,8212,2086,3648,1426
2020-06-22,8217,2087,3648,1426
2020-06-23,8220,2087,3648,1427
2020-06-24,8223,2088,3648,1427
2020-06-25,8228,2090,3649,1428
2020-06-26,8230,2090,3651,1428
2020-06-27,8236,2091,3654,1429
2020-06-28,8237,2091,3655,1429
2020-06-29,8241,2091,3658,1430
2020-06-30,8243,2091,3658,1430
2020-07-01,8245,2091,3660,1430
2020-07-02,8248,2093,3660,1430
2020-07-03,8249,2093,3660,1430
2020-07-04,8253,2093,3660,1432
2020-07-05,8255,2093,3660,1432
2020-07-06,8259,2095,3661,1432
2020-07-07,8262,2096,3662,1433
2020-07-08,8265,2098,3663,1433
2020-07-09,8268,2099,3663,1434
2020-07-10,8272,2100,3664,1434
2020-07-11,8274,2100,3664,1435
2020-07-12,8277,2100,3665,1435
2020-07-13,8280,2101,3665,1435
2020-07-14,8284,2101,3667,1437
2020-07-15,8286,2101,3668,1437
2020-07-16,8289,2101,3671,1437
2020-07-17,8291,2101,3671,1437
2020-07-18,8292,2102,3671,1437
2020-07-19,8293,2102,3671,1437
2020-07-20,8295,2103,3671,1437
2020-07-21,8296,2104,3671,1437
2020-07-22,8299,2104,3673,1437
2020-07-23,8301,2105,3674,1437
2020-07-24,8305,2106,3674,1437
2020-07-25,8307,2106,3676,1437
2020-07-26,8308,2106,3676,1437
2020-07-27,8309,2106,3676,1437
2020-07-28,8312,2106,3677,1437
2020-07-29,8316,2106,3677,1437
2020-07-30,8320,2107,3677,1438
2020-07-31,8322,2107,3677,1438
2020-08-01,8324,2107,3679,1438
2020-08-02,8326,2107,3680,1438
2020-08-03,8328,2107,3681,1438
2020-08-04,8335,2108,3683,1439
2020-08-05,8336,2108,3683,1440
2020-08-06,8339,2109,3683,1440
2020-08-07,8345,2111,3685,1441
2020-08-08,8350,2112,3688,1441
2020-08-09,8353,2112,3689,1442
2020-08-10,8358,2112,3691,1444
2020-08-11,8361,2112,3692,1444
2020-08-13,8362,2113,3692,1444
2020-08-14,8365,2113,3693,1445
2020-08-15,8370,2115,3694,1445
2020-08-16,8374,2115,3696,1446
2020-08-17,8379,2115,3698,1449
2020-08-18,8382,2116,3699,1449
2020-08-19,8385,2116,3700,1450
2020-08-20,8390,2116,3703,1451
2020-08-21,8392,2116,3704,1451
2020-08-22,8396,2117,3704,1451
2020-08-23,8397,2117,3704,1451
2020-08-24,8399,2117,3704,1451
2020-08-25,8403,2118,3705,1451
2020-08-26,8405,2119,3705,1452
2020-08-27,8406,2119,3706,1452
2020-08-28,8407,2119,3706,1453
2020-08-29,8410,2121,3706,1453
2020-08-30,8412,2121,3707,1454
2020-08-31,8416,2122,3707,1456
2020-09-01,8417,2122,3708,1456
2020-09-02,8418,2123,3708,1456
2020-09-03,8421,2123,3710,1456
2020-09-04,8423,2124,3711,1456
2020-09-05,8426,2125,3712,1456
2020-09-06,8429,2125,3713,1456
2020-09-07,8430,2125,3714,1456
2020-09-09,8434,2126,3715,1456
2020-09-10,8439,2127,3717,1456
2020-09-11,8440,2127,3717,1456
2020-09-12,8442,2128,3717,1457
2020-09-13,8443,2128,3717,1458
2020-09-15,8446,2129,3718,1459
2020-09-16,8447,2129,3719,1459
2020-09-17,8448,2129,3719,1460
2020-09-18,8454,2129,3723,1460
2020-09-19,8457,2130,3724,1460
2020-09-20,8458,2130,3725,1460
2020-09-21,8462,2132,3725,1461
2020-09-22,8463,2132,3726,1461
2020-09-23,8464,2133,3726,1461
2020-09-24,8470,2133,3729,1462
2020-09-27,8472,2133,3729,1462
